1659.0	1.0	3.0
1659.0	2.0	4.0
1659.0	3.0	6.0
1659.0	4.0	7.0
1659.0	5.0	11.0
1659.0	6.0	13.0
1659.0	7.0	16.0
1659.0	8.0	16.0
1659.0	9.0	13.0
1659.0	10.0	10.0
1659.0	11.0	5.0
1659.0	12.0	2.0
1660.0	1.0	0.0
1660.0	2.0	4.0
1660.0	3.0	6.0
1660.0	4.0	9.0
1660.0	5.0	11.0
1660.0	6.0	14.0
1660.0	7.0	15.0
1660.0	8.0	16.0
1660.0	9.0	13.0
1660.0	10.0	10.0
1660.0	11.0	6.0
1660.0	12.0	5.0
1661.0	1.0	5.0
1661.0	2.0	5.0
1661.0	3.0	6.0
1661.0	4.0	8.0
1661.0	5.0	11.0
1661.0	6.0	14.0
1661.0	7.0	15.0
1661.0	8.0	15.0
1661.0	9.0	13.0
1661.0	10.0	11.0
1661.0	11.0	8.0
1661.0	12.0	6.0
1662.0	1.0	5.0
1662.0	2.0	6.0
1662.0	3.0	6.0
1662.0	4.0	8.0
1662.0	5.0	11.0
1662.0	6.0	15.0
1662.0	7.0	15.0
1662.0	8.0	15.0
1662.0	9.0	13.0
1662.0	10.0	11.0
1662.0	11.0	6.0
1662.0	12.0	3.0
1663.0	1.0	1.0
1663.0	2.0	1.0
1663.0	3.0	5.0
1663.0	4.0	7.0
1663.0	5.0	10.0
1663.0	6.0	14.0
1663.0	7.0	15.0
1663.0	8.0	15.0
1663.0	9.0	13.0
1663.0	10.0	10.0
1663.0	11.0	7.0
1663.0	12.0	5.0
1664.0	1.0	4.0
1664.0	2.0	5.0
1664.0	3.0	5.0
1664.0	4.0	8.0
1664.0	5.0	11.0
1664.0	6.0	15.0
1664.0	7.0	16.0
1664.0	8.0	16.0
1664.0	9.0	13.0
1664.0	10.0	9.0
1664.0	11.0	6.0
1664.0	12.0	4.0
1665.0	1.0	1.0
1665.0	2.0	1.0
1665.0	3.0	5.0
1665.0	4.0	7.0
1665.0	5.0	10.0
1665.0	6.0	14.0
1665.0	7.0	16.0
1665.0	8.0	15.0
1665.0	9.0	13.0
1665.0	10.0	9.0
1665.0	11.0	6.0
1665.0	12.0	2.0
1666.0	1.0	4.0
1666.0	2.0	5.0
1666.0	3.0	6.0
1666.0	4.0	8.0
1666.0	5.0	11.0
1666.0	6.0	15.0
1666.0	7.0	18.0
1666.0	8.0	17.0
1666.0	9.0	14.0
1666.0	10.0	11.0
1666.0	11.0	6.0
1666.0	12.0	3.0
1667.0	1.0	0.0
1667.0	2.0	4.0
1667.0	3.0	2.0
1667.0	4.0	7.0
1667.0	5.0	10.0
1667.0	6.0	15.0
1667.0	7.0	17.0
1667.0	8.0	16.0
1667.0	9.0	13.0
1667.0	10.0	9.0
1667.0	11.0	6.0
1667.0	12.0	3.0
1668.0	1.0	5.0
1668.0	2.0	5.0
1668.0	3.0	5.0
1668.0	4.0	8.0
1668.0	5.0	10.0
1668.0	6.0	14.0
1668.0	7.0	16.0
1668.0	8.0	16.0
1668.0	9.0	14.0
1668.0	10.0	10.0
1668.0	11.0	6.0
1668.0	12.0	5.0
1669.0	1.0	1.0
1669.0	2.0	4.0
1669.0	3.0	5.0
1669.0	4.0	7.0
1669.0	5.0	11.0
1669.0	6.0	15.0
1669.0	7.0	17.0
1669.0	8.0	16.0
1669.0	9.0	14.0
1669.0	10.0	10.0
1669.0	11.0	6.0
1669.0	12.0	2.0
1670.0	1.0	3.0
1670.0	2.0	1.0
1670.0	3.0	5.0
1670.0	4.0	8.0
1670.0	5.0	11.0
1670.0	6.0	14.0
1670.0	7.0	16.0
1670.0	8.0	16.0
1670.0	9.0	14.0
1670.0	10.0	10.0
1670.0	11.0	6.0
1670.0	12.0	3.0
1671.0	1.0	4.0
1671.0	2.0	3.5
1671.0	3.0	5.0
1671.0	4.0	7.5
1671.0	5.0	11.5
1671.0	6.0	13.5
1671.0	7.0	16.0
1671.0	8.0	15.5
1671.0	9.0	13.5
1671.0	10.0	8.5
1671.0	11.0	6.0
1671.0	12.0	4.0
1672.0	1.0	1.5
1672.0	2.0	1.5
1672.0	3.0	5.0
1672.0	4.0	7.0
1672.0	5.0	12.0
1672.0	6.0	16.0
1672.0	7.0	15.0
1672.0	8.0	14.0
1672.0	9.0	11.0
1672.0	10.0	11.5
1672.0	11.0	6.5
1672.0	12.0	4.5
1673.0	1.0	5.0
1673.0	2.0	1.5
1673.0	3.0	5.5
1673.0	4.0	7.0
1673.0	5.0	11.0
1673.0	6.0	14.5
1673.0	7.0	15.5
1673.0	8.0	15.5
1673.0	9.0	11.5
1673.0	10.0	7.5
1673.0	11.0	5.0
1673.0	12.0	0.5
1674.0	1.0	5.0
1674.0	2.0	2.0
1674.0	3.0	1.0
1674.0	4.0	7.5
1674.0	5.0	11.0
1674.0	6.0	13.5
1674.0	7.0	14.0
1674.0	8.0	13.5
1674.0	9.0	10.5
1674.0	10.0	9.0
1674.0	11.0	6.5
1674.0	12.0	3.5
1675.0	1.0	3.0
1675.0	2.0	2.0
1675.0	3.0	3.0
1675.0	4.0	7.0
1675.0	5.0	10.5
1675.0	6.0	11.5
1675.0	7.0	15.0
1675.0	8.0	14.5
1675.0	9.0	10.5
1675.0	10.0	8.0
1675.0	11.0	4.5
1675.0	12.0	4.5
1676.0	1.0	5.5
1676.0	2.0	5.0
1676.0	3.0	5.0
1676.0	4.0	7.5
1676.0	5.0	10.5
1676.0	6.0	18.0
1676.0	7.0	16.0
1676.0	8.0	16.5
1676.0	9.0	12.0
1676.0	10.0	7.0
1676.0	11.0	3.5
1676.0	12.0	-0.5
1677.0	1.0	3.0
1677.0	2.0	3.5
1677.0	3.0	7.0
1677.0	4.0	7.5
1677.0	5.0	10.0
1677.0	6.0	13.0
1677.0	7.0	18.0
1677.0	8.0	15.0
1677.0	9.0	13.0
1677.0	10.0	8.5
1677.0	11.0	4.5
1677.0	12.0	2.0
1678.0	1.0	1.5
1678.0	2.0	2.0
1678.0	3.0	4.0
1678.0	4.0	6.5
1678.0	5.0	11.0
1678.0	6.0	14.5
1678.0	7.0	16.5
1678.0	8.0	15.0
1678.0	9.0	15.0
1678.0	10.0	8.5
1678.0	11.0	6.0
1678.0	12.0	0.5
1679.0	1.0	1.0
1679.0	2.0	1.5
1679.0	3.0	4.5
1679.0	4.0	7.0
1679.0	5.0	12.0
1679.0	6.0	15.5
1679.0	7.0	16.0
1679.0	8.0	17.0
1679.0	9.0	13.0
1679.0	10.0	11.0
1679.0	11.0	3.5
1679.0	12.0	2.5
1680.0	1.0	3.5
1680.0	2.0	3.5
1680.0	3.0	6.0
1680.0	4.0	6.5
1680.0	5.0	10.5
1680.0	6.0	13.0
1680.0	7.0	16.0
1680.0	8.0	15.0
1680.0	9.0	14.5
1680.0	10.0	10.5
1680.0	11.0	6.5
1680.0	12.0	1.0
1681.0	1.0	0.5
1681.0	2.0	1.5
1681.0	3.0	4.0
1681.0	4.0	8.0
1681.0	5.0	10.5
1681.0	6.0	14.0
1681.0	7.0	15.0
1681.0	8.0	16.0
1681.0	9.0	14.0
1681.0	10.0	11.5
1681.0	11.0	6.5
1681.0	12.0	3.0
1682.0	1.0	6.0
1682.0	2.0	2.0
1682.0	3.0	4.5
1682.0	4.0	6.5
1682.0	5.0	11.5
1682.0	6.0	14.0
1682.0	7.0	15.0
1682.0	8.0	14.5
1682.0	9.0	13.0
1682.0	10.0	9.5
1682.0	11.0	5.5
1682.0	12.0	6.0
1683.0	1.0	3.5
1683.0	2.0	2.0
1683.0	3.0	5.5
