# KIC 6102338 Q0 regularly spaced, with NaNs replaced
# BJD PDCSAP_flux
2.454972278008218855e+06 1.069163476562500000e+04
2.454972298442644998e+06 1.069107226562500000e+04
2.454972318876971025e+06 1.068909082031250000e+04
2.454972339311297052e+06 1.068863671875000000e+04
2.454972359745522495e+06 1.067561425781250000e+04
2.454972380179948173e+06 1.068097558593750000e+04
2.454972400614273269e+06 1.069060449218750000e+04
2.454972421048498247e+06 1.068342089843750000e+04
2.454972441482923459e+06 1.067575292968750000e+04
2.454972461917248089e+06 1.067832324218750000e+04
2.454972482351472601e+06 1.066995410156250000e+04
2.454972502785797231e+06 1.066752734375000000e+04
2.454972523220221512e+06 1.065724902343750000e+04
2.454972543654445559e+06 1.066184765625000000e+04
2.454972564088769257e+06 1.067157324218750000e+04
2.454972584523193538e+06 1.067686718750000000e+04
2.454972604957417119e+06 1.066101464843750000e+04
2.454972625391740352e+06 1.066427343750000000e+04
2.454972645826063585e+06 1.065946191406250000e+04
2.454972666260486469e+06 1.064466601562500000e+04
2.454972686694709584e+06 1.065543457031250000e+04
2.454972707129032351e+06 1.064842675781250000e+04
2.454972727563354652e+06 1.064611718750000000e+04
2.454972747997677419e+06 1.064399023437500000e+04
2.454972768431999721e+06 1.063463378906250000e+04
2.454972788866321556e+06 1.062601171875000000e+04
2.454972809300643392e+06 1.062355957031250000e+04
2.454972829734965228e+06 1.061756835937500000e+04
2.454972850169287063e+06 1.062071777343750000e+04
2.454972870603607967e+06 1.061383007812500000e+04
2.454972891037929337e+06 1.060703027343750000e+04
2.454972911472250242e+06 1.060785546875000000e+04
2.454972931906571146e+06 1.060625488281250000e+04
2.454972952340992168e+06 1.059708593750000000e+04
2.454972972775212489e+06 1.060267382812500000e+04
2.454972993209532928e+06 1.060047656250000000e+04
2.454973013643753249e+06 1.059178027343750000e+04
2.454973034078172874e+06 1.058070898437500000e+04
2.454973054512492847e+06 1.057946875000000000e+04
2.454973074946812820e+06 1.057422363281250000e+04
2.454973095381132327e+06 1.057807031250000000e+04
2.454973115815451369e+06 1.056967285156250000e+04
2.454973136249770410e+06 1.056080957031250000e+04
2.454973156683989335e+06 1.057388769531250000e+04
2.454973177118408494e+06 1.055886132812500000e+04
2.454973197552727070e+06 1.057472753906250000e+04
2.454973217986945529e+06 1.057291406250000000e+04
2.454973238421363756e+06 1.058069921875000000e+04
2.454973258855681866e+06 1.057047851562500000e+04
2.454973279289899860e+06 1.056304687500000000e+04
2.454973299724217504e+06 1.057273046875000000e+04
2.454973320158635266e+06 1.055936718750000000e+04
2.454973340592852794e+06 1.056780957031250000e+04
2.454973361027169973e+06 1.056780957031250000e+04
2.454973381461487152e+06 1.055288964843750000e+04
2.454973401895903982e+06 1.055234375000000000e+04
2.454973422330120578e+06 1.055185644531250000e+04
2.454973442764437292e+06 1.054989257812500000e+04
2.454973463198853657e+06 1.055696386718750000e+04
2.454973483633069787e+06 1.055873144531250000e+04
2.454973504067386035e+06 1.056316113281250000e+04
2.454973524501601700e+06 1.055460156250000000e+04
2.454973544936017599e+06 1.053891503906250000e+04
2.454973565370333381e+06 1.056022558593750000e+04
2.454973585804648697e+06 1.055909277343750000e+04
2.454973606238964014e+06 1.055137695312500000e+04
2.454973626673278864e+06 1.053388964843750000e+04
2.454973647107593715e+06 1.055435839843750000e+04
2.454973667541808449e+06 1.055909960937500000e+04
2.454973687976222485e+06 1.055197558593750000e+04
2.454973708410536870e+06 1.055438964843750000e+04
2.454973728844751138e+06 1.055640722656250000e+04
2.454973749279165175e+06 1.055442187500000000e+04
2.454973769713479094e+06 1.055482714843750000e+04
2.454973790147692896e+06 1.054690136718750000e+04
2.454973810582005884e+06 1.054965234375000000e+04
2.454973831016419455e+06 1.054602539062500000e+04
2.454973851450732443e+06 1.055227343750000000e+04
2.454973871884945780e+06 1.056077148437500000e+04
2.454973892319258302e+06 1.054993457031250000e+04
2.454973912753670942e+06 1.059107910156250000e+04
2.454973933187883347e+06 1.057275000000000000e+04
2.454973953622195404e+06 1.056963476562500000e+04
2.454973974056607578e+06 1.056252734375000000e+04
2.454973994490819518e+06 1.056777929687500000e+04
2.454974014925131109e+06 1.055891308593750000e+04
2.454974035359442700e+06 1.055591015625000000e+04
2.454974055793753825e+06 1.055992382812500000e+04
2.454974076228065416e+06 1.055232031250000000e+04
2.454974096662376542e+06 1.055291015625000000e+04
2.454974117096687201e+06 1.055301171875000000e+04
2.454974137530997861e+06 1.054993847656250000e+04
2.454974157965308521e+06 1.055715722656250000e+04
2.454974178399518598e+06 1.054964062500000000e+04
2.454974198833928443e+06 1.055172753906250000e+04
2.454974219268238638e+06 1.055994824218750000e+04
2.454974239702448249e+06 1.055886035156250000e+04
2.454974260136858094e+06 1.055044726562500000e+04
2.454974280571167357e+06 1.054644335937500000e+04
2.454974301005376969e+06 1.055553125000000000e+04
2.454974321439685766e+06 1.055761035156250000e+04
2.454974341874094680e+06 1.055976855468750000e+04
2.454974362308403477e+06 1.055146875000000000e+04
2.454974382742612157e+06 1.054809472656250000e+04
2.454974403176920488e+06 1.058159863281250000e+04
2.454974423611328937e+06 1.058825390625000000e+04
2.454974444045636803e+06 1.057266894531250000e+04
2.454974464479844552e+06 1.056378125000000000e+04
2.454974484914252069e+06 1.055733886718750000e+04
2.454974505348559935e+06 1.055555078125000000e+04
2.454974525782767218e+06 1.054825390625000000e+04
2.454974546217074152e+06 1.053674804687500000e+04
2.454974566651381087e+06 1.054625878906250000e+04
2.454974587085788138e+06 1.054006250000000000e+04
2.454974607519994490e+06 1.053429882812500000e+04
2.454974627954401076e+06 1.053535449218750000e+04
2.454974648388707545e+06 1.052453417968750000e+04
2.454974668822913431e+06 1.052749511718750000e+04
2.454974689257219434e+06 1.053053027343750000e+04
2.454974709691625088e+06 1.054324707031250000e+04
2.454974730125830509e+06 1.052735839843750000e+04
2.454974750560136046e+06 1.051875488281250000e+04
2.454974770994541235e+06 1.051867675781250000e+04
2.454974791428746190e+06 1.050386718750000000e+04
2.454974811863050796e+06 1.050293847656250000e+04
2.454974832297355868e+06 1.050905859375000000e+04
2.454974852731660008e+06 1.051522167968750000e+04
2.454974873165964149e+06 1.049909277343750000e+04
2.454974893600268755e+06 1.051122851562500000e+04
2.454974914034672547e+06 1.049535742187500000e+04
2.454974934468876570e+06 1.049618945312500000e+04
2.454974954903179780e+06 1.049767578125000000e+04
2.454974975337383337e+06 1.049904394531250000e+04
2.454974995771786664e+06 1.049559179687500000e+04
2.454975016206089873e+06 1.048265429687500000e+04
2.454975036640292499e+06 1.048602636718750000e+04
2.454975057074595243e+06 1.048244238281250000e+04
2.454975077508997638e+06 1.047979785156250000e+04
2.454975097943300381e+06 1.047698632812500000e+04
2.454975118377502076e+06 1.048286914062500000e+04
2.454975138811904006e+06 1.048564062500000000e+04
2.454975159246206284e+06 1.049153906250000000e+04
2.454975179680407513e+06 1.048610937500000000e+04
2.454975200114709325e+06 1.047196386718750000e+04
2.454975220549110323e+06 1.048926074218750000e+04
2.454975240983311553e+06 1.048224316406250000e+04
2.454975261417612433e+06 1.048042187500000000e+04
2.454975281852012966e+06 1.048393261718750000e+04
2.454975302286213730e+06 1.048511621093750000e+04
2.454975322720514145e+06 1.047239160156250000e+04
2.454975343154814094e+06 1.048066894531250000e+04
2.454975363589214161e+06 1.048314648437500000e+04
2.454975384023413993e+06 1.049351074218750000e+04
2.454975404457713943e+06 1.048975878906250000e+04
2.454975424892113078e+06 1.047775781250000000e+04
2.454975445326312445e+06 1.047385058593750000e+04
2.454975465760611463e+06 1.048336621093750000e+04
2.454975486194810830e+06 1.048966015625000000e+04
2.454975506629209500e+06 1.049593457031250000e+04
2.454975527063508052e+06 1.048366699218750000e+04
2.454975547497806139e+06 1.049150781250000000e+04
2.454975567932004575e+06 1.049570019531250000e+04
2.454975588366402779e+06 1.049572558593750000e+04
2.454975608800700400e+06 1.048640820312500000e+04
2.454975629234898370e+06 1.048877441406250000e+04
2.454975649669295643e+06 1.049426757812500000e+04
2.454975670103592798e+06 1.049343359375000000e+04
2.454975690537789837e+06 1.048424902343750000e+04
2.454975710972086992e+06 1.049628320312500000e+04
2.454975731406483799e+06 1.050453613281250000e+04
2.454975751840680372e+06 1.049999414062500000e+04
2.454975772274976596e+06 1.049229492187500000e+04
2.454975792709372938e+06 1.050026660156250000e+04
2.454975813143569045e+06 1.050019628906250000e+04
2.454975833577864803e+06 1.050449023437500000e+04
2.454975854012160562e+06 1.049954882812500000e+04
2.454975874446555972e+06 1.049612304687500000e+04
2.454975894880751148e+06 1.050775292968750000e+04
2.454975915315046441e+06 1.051965625000000000e+04
2.454975935749441385e+06 1.052160156250000000e+04
2.454975956183636561e+06 1.051905078125000000e+04
2.454975976617930923e+06 1.052074316406250000e+04
2.454975997052125167e+06 1.053237011718750000e+04
2.454976017486519646e+06 1.052052539062500000e+04
2.454976037920813542e+06 1.054833593750000000e+04
2.454976058355107438e+06 1.056398339843750000e+04
2.454976078789401334e+06 1.054779980468750000e+04
2.454976099223694764e+06 1.054436132812500000e+04
2.454976119657987729e+06 1.054210742187500000e+04
2.454976140092281159e+06 1.055501660156250000e+04
2.454976160526574124e+06 1.055544433593750000e+04
2.454976180960867088e+06 1.056108984375000000e+04
2.454976201395059470e+06 1.055355468750000000e+04
2.454976221829351969e+06 1.055032714843750000e+04
2.454976242263744120e+06 1.056627148437500000e+04
2.454976262698036153e+06 1.057347753906250000e+04
