# KIC 6102338 Q3
# BJD PDCSAP_flux
2.455097127065397333e+06 1.010223339843750000e+04
2.455097167931105010e+06 1.009364062500000000e+04
2.455097188363808673e+06 1.009989355468750000e+04
2.455097208796612453e+06 1.012198242187500000e+04
2.455097229229515884e+06 1.013311718750000000e+04
2.455097249661819078e+06 1.013990039062500000e+04
2.455097270094422158e+06 1.012428027343750000e+04
2.455097290527325124e+06 1.012858203125000000e+04
2.455097310960127972e+06 1.012051269531250000e+04
2.455097331392830703e+06 1.012181738281250000e+04
2.455097351825733203e+06 1.015870312500000000e+04
2.455097372258535121e+06 1.013885058593750000e+04
2.455097392691237852e+06 1.012336425781250000e+04
2.455097413124039304e+06 1.012415820312500000e+04
2.455097433556941338e+06 1.011860253906250000e+04
2.455097474422444589e+06 1.011742578125000000e+04
2.455097494855346158e+06 1.012492382812500000e+04
2.455097515288047493e+06 1.012322753906250000e+04
2.455097535720848478e+06 1.012585937500000000e+04
2.455097556153649464e+06 1.012953710937500000e+04
2.455097576586449984e+06 1.012662011718750000e+04
2.455097597019250970e+06 1.013034179687500000e+04
2.455097617452051491e+06 1.012258886718750000e+04
2.455097637884951662e+06 1.011544140625000000e+04
2.455097658317652065e+06 1.011147656250000000e+04
2.455097678750452120e+06 1.010479785156250000e+04
2.455097699183351826e+06 1.010453613281250000e+04
2.455097719616051763e+06 1.010693945312500000e+04
2.455097740048850887e+06 1.010584179687500000e+04
2.455097760481650475e+06 1.010258300781250000e+04
2.455097780914450064e+06 1.014866015625000000e+04
2.455097801347248722e+06 1.011565625000000000e+04
2.455097821780047845e+06 1.011302539062500000e+04
2.455097842212846968e+06 1.011492187500000000e+04
2.455097862645645626e+06 1.011029394531250000e+04
2.455097883078443818e+06 1.009896289062500000e+04
2.455097903511142358e+06 1.009670996093750000e+04
2.455097923944040667e+06 1.008441113281250000e+04
2.455097944376838859e+06 1.008727343750000000e+04
2.455097964809536468e+06 1.008062500000000000e+04
2.455097985242434312e+06 1.007425683593750000e+04
2.455098005675232038e+06 1.007891406250000000e+04
2.455098026107929181e+06 1.007628515625000000e+04
2.455098046540726908e+06 1.007161132812500000e+04
2.455098066973623820e+06 1.006246679687500000e+04
2.455098087406320963e+06 1.006518554687500000e+04
2.455098107839117758e+06 1.005495898437500000e+04
2.455098128272014204e+06 1.004898535156250000e+04
2.455098148704810999e+06 1.004670800781250000e+04
2.455098169137507211e+06 1.004656152343750000e+04
2.455098189570403658e+06 1.004242871093750000e+04
2.455098210003099870e+06 1.003894042968750000e+04
2.455098230435895734e+06 1.004810839843750000e+04
2.455098250868691597e+06 1.003184667968750000e+04
2.455098271301487461e+06 1.003253808593750000e+04
2.455098291734282859e+06 1.003341992187500000e+04
2.455098312167077791e+06 1.002672753906250000e+04
2.455098332599873189e+06 1.001476660156250000e+04
2.455098353032668587e+06 1.001622070312500000e+04
2.455098373465463519e+06 1.000940429687500000e+04
2.455098393898158334e+06 9.997301757812500000e+03
2.455098414331052452e+06 1.000084960937500000e+04
2.455098434763847385e+06 9.996366210937500000e+03
2.455098455196541268e+06 1.000097363281250000e+04
2.455098475629435387e+06 1.000851171875000000e+04
2.455098496062229853e+06 9.983453125000000000e+03
2.455098516494923271e+06 9.992427734375000000e+03
2.455098536927817389e+06 9.981771484375000000e+03
2.455098557360610925e+06 9.986631835937500000e+03
2.455098577793304343e+06 9.976064453125000000e+03
2.455098598226097412e+06 9.979296875000000000e+03
2.455098618658990599e+06 9.972336914062500000e+03
2.455098639091783669e+06 9.969523437500000000e+03
2.455098659524476621e+06 9.960848632812500000e+03
2.455098679957369342e+06 9.958675781250000000e+03
2.455098700390161946e+06 9.962534179687500000e+03
2.455098720822854433e+06 9.960583007812500000e+03
2.455098741255646106e+06 9.973640625000000000e+03
2.455098761688538827e+06 9.968411132812500000e+03
2.455098782121230382e+06 9.966990234375000000e+03
2.455098802554022521e+06 9.970163085937500000e+03
2.455098822986913845e+06 9.956821289062500000e+03
2.455098843419605400e+06 9.990550781250000000e+03
2.455098863852397073e+06 9.968805664062500000e+03
2.455098884285188280e+06 9.953245117187500000e+03
2.455098904717979021e+06 9.946819335937500000e+03
2.455098925150770228e+06 9.944167968750000000e+03
2.455098945583560970e+06 9.945156250000000000e+03
2.455098966016451363e+06 9.932072265625000000e+03
2.455098986449141987e+06 9.934639648437500000e+03
2.455099006881932262e+06 9.926797851562500000e+03
2.455099027314822190e+06 9.929959960937500000e+03
2.455099047747512814e+06 9.929746093750000000e+03
2.455099068180302158e+06 9.940064453125000000e+03
2.455099088612992316e+06 9.937296875000000000e+03
2.455099109045881778e+06 9.934702148437500000e+03
2.455099129478671588e+06 9.930683593750000000e+03
2.455099149911460467e+06 9.936799804687500000e+03
2.455099170344249811e+06 9.930666992187500000e+03
2.455099190777038690e+06 9.928182617187500000e+03
2.455099211209828034e+06 9.927897460937500000e+03
2.455099231642516330e+06 9.921706054687500000e+03
2.455099252075404860e+06 9.931356445312500000e+03
2.455099272508093622e+06 9.935721679687500000e+03
2.455099292940882035e+06 9.929006835937500000e+03
2.455099313373770099e+06 9.927360351562500000e+03
2.455099333806457929e+06 9.927727539062500000e+03
2.455099354239245877e+06 9.940364257812500000e+03
2.455099374672033358e+06 9.936949218750000000e+03
2.455099395104821306e+06 9.948533203125000000e+03
2.455099415537608322e+06 9.946958984375000000e+03
2.455099435970395803e+06 9.974402343750000000e+03
2.455099456403182819e+06 9.963415039062500000e+03
2.455099476835970301e+06 9.959377929687500000e+03
2.455099497268756852e+06 9.950490234375000000e+03
2.455099517701643519e+06 9.941363281250000000e+03
2.455099538134329952e+06 9.947594726562500000e+03
2.455099558567116503e+06 9.943108398437500000e+03
2.455099578999802936e+06 9.952887695312500000e+03
2.455099599432689138e+06 9.950281250000000000e+03
2.455099619865475222e+06 9.958219726562500000e+03
2.455099640298160724e+06 9.951085937500000000e+03
2.455099660731046461e+06 9.957751953125000000e+03
2.455099681163832080e+06 9.961226562500000000e+03
2.455099701596617699e+06 9.969579101562500000e+03
2.455099722029302735e+06 9.971205078125000000e+03
2.455099742462188005e+06 9.967361328125000000e+03
2.455099762894973159e+06 9.972322265625000000e+03
2.455099783327657729e+06 9.967987304687500000e+03
2.455099803760542534e+06 9.952241210937500000e+03
2.455099824193327222e+06 9.972093750000000000e+03
2.455099844626011327e+06 9.970695312500000000e+03
2.455099865058796015e+06 9.967415039062500000e+03
2.455099885491679888e+06 9.971049804687500000e+03
2.455099905924363993e+06 9.974327148437500000e+03
2.455099926357147750e+06 9.983746093750000000e+03
2.455099946790031623e+06 9.959428710937500000e+03
2.455099967222814914e+06 9.965340820312500000e+03
2.455099987655498553e+06 9.970280273437500000e+03
2.455100008088381961e+06 9.972309570312500000e+03
2.455100028521165252e+06 9.968365234375000000e+03
2.455100048953847960e+06 9.981882812500000000e+03
2.455100069386630785e+06 9.977685546875000000e+03
2.455100089819513727e+06 9.981204101562500000e+03
2.455100110252196435e+06 9.977666015625000000e+03
2.455100130684978794e+06 9.992370117187500000e+03
2.455100151117860805e+06 9.989616210937500000e+03
2.455100171550543047e+06 9.990610351562500000e+03
2.455100191983325407e+06 9.990875000000000000e+03
2.455100212416106835e+06 1.000021679687500000e+04
2.455100232848888729e+06 9.998982421875000000e+03
2.455100253281670157e+06 9.996763671875000000e+03
2.455100273714451585e+06 9.985516601562500000e+03
2.455100294147233013e+06 9.999565429687500000e+03
2.455100314580014441e+06 9.992365234375000000e+03
2.455100335012795404e+06 9.988720703125000000e+03
2.455100355445576366e+06 9.989009765625000000e+03
2.455100375878356863e+06 9.995917968750000000e+03
2.455100396311137360e+06 9.985752929687500000e+03
2.455100559773277491e+06 9.994623046875000000e+03
2.455100580206156708e+06 1.004812695312500000e+04
2.455100600638836157e+06 1.003455664062500000e+04
2.455100621071615256e+06 1.001364257812500000e+04
2.455100641504494008e+06 1.002240429687500000e+04
2.455100661937172990e+06 1.002749414062500000e+04
2.455100682369951624e+06 1.004998437500000000e+04
2.455100702802730259e+06 1.003484472656250000e+04
2.455100723235508427e+06 1.002153027343750000e+04
2.455100743668286595e+06 1.001829492187500000e+04
2.455100764101064764e+06 1.002041992187500000e+04
2.455100784533842932e+06 1.002376953125000000e+04
2.455100804966620635e+06 1.000831738281250000e+04
2.455100825399398338e+06 1.002180371093750000e+04
2.455100845832276158e+06 1.001910449218750000e+04
2.455100866264953278e+06 1.001701464843750000e+04
2.455100886697730515e+06 1.001355273437500000e+04
2.455100907130407635e+06 1.001725390625000000e+04
2.455100927563284989e+06 1.001479980468750000e+04
2.455100947996061761e+06 1.001498046875000000e+04
2.455100968428738415e+06 1.003081054687500000e+04
2.455100988861614838e+06 1.001233886718750000e+04
2.455101009294391610e+06 1.001107910156250000e+04
2.455101029727167916e+06 1.002081054687500000e+04
2.455101050159844104e+06 1.002803613281250000e+04
2.455101070592720062e+06 1.004011230468750000e+04
2.455101091025495902e+06 1.004269433593750000e+04
2.455101111458171625e+06 1.003507714843750000e+04
2.455101131891047582e+06 1.003958105468750000e+04
2.455101152323822957e+06 1.002904199218750000e+04
2.455101172756498214e+06 1.001890332031250000e+04
2.455101193189273588e+06 1.003309765625000000e+04
2.455101213622148614e+06 1.002908105468750000e+04
2.455101234054823406e+06 1.003270996093750000e+04
2.455101254487598315e+06 1.002569628906250000e+04
2.455101274920473341e+06 1.003041699218750000e+04
2.455101295353147667e+06 1.003144433593750000e+04
2.455101315785922110e+06 1.003889355468750000e+04
2.455101336218796205e+06 1.003651757812500000e+04
2.455101356651570648e+06 1.003264941406250000e+04
2.455101377084244508e+06 1.002415527343750000e+04
2.455101397517018486e+06 1.003820312500000000e+04
2.455101417949791998e+06 1.003555957031250000e+04
2.455101438382565975e+06 1.004409863281250000e+04
2.455101458815339021e+06 1.004146679687500000e+04
2.455101479248112533e+06 1.004446093750000000e+04
2.455101499680885579e+06 1.004273339843750000e+04
2.455101520113558974e+06 1.004275683593750000e+04
2.455101540546332020e+06 1.003413964843750000e+04
2.455101560979204718e+06 1.004729101562500000e+04
2.455101581411977299e+06 1.004978417968750000e+04
2.455101601844649762e+06 1.006424316406250000e+04
2.455101622277521994e+06 1.005993457031250000e+04
2.455101642710294574e+06 1.006075976562500000e+04
2.455101663142966572e+06 1.006204296875000000e+04
2.455101683575738687e+06 1.006311425781250000e+04
2.455101704008610453e+06 1.005992187500000000e+04
2.455101724441281985e+06 1.005985156250000000e+04
2.455101744874053635e+06 1.006055371093750000e+04
2.455101765306925401e+06 1.006075585937500000e+04
2.455101785739596467e+06 1.006134082031250000e+04
2.455101806172367651e+06 1.007989941406250000e+04
2.455101826605238952e+06 1.007424609375000000e+04
2.455101847037909552e+06 1.007356054687500000e+04
2.455101867470680736e+06 1.008872949218750000e+04
2.455101887903450988e+06 1.007674902343750000e+04
2.455101908336321823e+06 1.008272363281250000e+04
2.455101928768991958e+06 1.007971191406250000e+04
2.455101949201762211e+06 1.007421875000000000e+04
2.455101969634632580e+06 1.008091601562500000e+04
2.455101990067302715e+06 1.008667773437500000e+04
2.455102010500072502e+06 1.007876660156250000e+04
2.455102030932742171e+06 1.009486425781250000e+04
2.455102051365611609e+06 1.009783398437500000e+04
2.455102071798381396e+06 1.010016699218750000e+04
2.455102092231150251e+06 1.009767187500000000e+04
2.455102112663919572e+06 1.010182031250000000e+04
2.455102133096688893e+06 1.009544726562500000e+04
2.455102153529457748e+06 1.010094726562500000e+04
2.455102173962126486e+06 1.009790332031250000e+04
2.455102194394994993e+06 1.010456445312500000e+04
2.455102214827763848e+06 1.009060742187500000e+04
2.455102235260432120e+06 1.011363964843750000e+04
2.455102255693300627e+06 1.011101855468750000e+04
2.455102276126068551e+06 1.010240625000000000e+04
2.455102296558736823e+06 1.010670117187500000e+04
2.455102316991604399e+06 1.011032031250000000e+04
2.455102337424372323e+06 1.009337695312500000e+04
2.455102357857139781e+06 1.010888867187500000e+04
2.455102378289807588e+06 1.010547656250000000e+04
2.455102398722674698e+06 1.009725097656250000e+04
2.455102419155442156e+06 1.009528222656250000e+04
2.455102439588109031e+06 1.010156640625000000e+04
2.455102460020976141e+06 1.009490820312500000e+04
2.455102480453643017e+06 1.009522363281250000e+04
2.455102500886409543e+06 1.009530175781250000e+04
2.455102521319176070e+06 1.010334277343750000e+04
2.455102541752042715e+06 1.010038378906250000e+04
2.455102562184709124e+06 1.009873144531250000e+04
2.455102582617475186e+06 1.010190820312500000e+04
2.455102603050241247e+06 1.010540332031250000e+04
2.455102623483007308e+06 1.010440039062500000e+04
2.455102643915772904e+06 1.012080761718750000e+04
2.455102664348438382e+06 1.010335156250000000e+04
2.455102684781304095e+06 1.009411523437500000e+04
2.455102705214069691e+06 1.009279589843750000e+04
2.455102725646734703e+06 1.008922949218750000e+04
2.455102746079599950e+06 1.009147070312500000e+04
2.455102766512365080e+06 1.008147265625000000e+04
2.455102786945030093e+06 1.008283398437500000e+04
2.455102807377894875e+06 1.007396386718750000e+04
2.455102827810659539e+06 1.008298144531250000e+04
2.455102848243324086e+06 1.007505273437500000e+04
2.455102868676088285e+06 1.006805175781250000e+04
2.455102889108952601e+06 1.007443359375000000e+04
2.455102909541716799e+06 1.006485839843750000e+04
2.455102929974380881e+06 1.005597851562500000e+04
2.455102950407244731e+06 1.004537792968750000e+04
2.455102970840008464e+06 1.006323535156250000e+04
2.455102991272672080e+06 1.006213378906250000e+04
2.455103011705435347e+06 1.004620703125000000e+04
2.455103032138298731e+06 1.005741113281250000e+04
2.455103052570961881e+06 1.005508203125000000e+04
2.455103073003725149e+06 1.005224218750000000e+04
2.455103093436588068e+06 1.005448632812500000e+04
2.455103113869251218e+06 1.004602636718750000e+04
2.455103134302013554e+06 1.004049023437500000e+04
2.455103154734776355e+06 1.003880078125000000e+04
2.455103175167538691e+06 1.004333398437500000e+04
2.455103195600301027e+06 1.003284375000000000e+04
2.455103216033063363e+06 1.002924707031250000e+04
2.455103236465925351e+06 1.001958203125000000e+04
2.455103256898587570e+06 1.001500781250000000e+04
2.455103277331349440e+06 1.001974316406250000e+04
2.455103297764210962e+06 1.001090625000000000e+04
2.455103318196872715e+06 1.000312890625000000e+04
2.455103338629634120e+06 1.001068164062500000e+04
2.455103359062295407e+06 1.001331250000000000e+04
2.455103379495156463e+06 1.000247070312500000e+04
2.455103420360678807e+06 1.000250878906250000e+04
2.455103440793439746e+06 1.000727148437500000e+04
2.455103461226200219e+06 1.000440625000000000e+04
2.455103481658960693e+06 1.000293359375000000e+04
2.455103502091621049e+06 9.996753906250000000e+03
2.455103522524481639e+06 9.994114257812500000e+03
2.455103542957241647e+06 9.993488281250000000e+03
2.455103563389902003e+06 9.981283203125000000e+03
2.455103583822761662e+06 9.988625000000000000e+03
2.455103604255521670e+06 9.986670898437500000e+03
2.455103624688181560e+06 9.987968750000000000e+03
2.455103645121040754e+06 9.987334960937500000e+03
2.455103665553700645e+06 9.973849609375000000e+03
2.455103685986459721e+06 9.971215820312500000e+03
2.455103706419218797e+06 9.975017578125000000e+03
2.455103726851977874e+06 9.975514648437500000e+03
2.455103747284736950e+06 9.975124023437500000e+03
2.455103767717496026e+06 9.965050781250000000e+03
2.455103788150354754e+06 9.971889648437500000e+03
2.455103808583013248e+06 9.955532226562500000e+03
2.455103829015771858e+06 9.959373046875000000e+03
2.455103849448429886e+06 9.952924804687500000e+03
2.455103869881288148e+06 9.948398437500000000e+03
2.455103890314046293e+06 9.942994140625000000e+03
2.455103910746704321e+06 9.937496093750000000e+03
2.455103931179562118e+06 9.931940429687500000e+03
2.455103951612319797e+06 9.943508789062500000e+03
2.455103972045077477e+06 9.935503906250000000e+03
2.455103992477735039e+06 9.938522460937500000e+03
2.455104012910592370e+06 9.937827148437500000e+03
2.455104033343349583e+06 9.920898437500000000e+03
2.455104053776006680e+06 9.910180664062500000e+03
2.455104074208863545e+06 9.911616210937500000e+03
2.455104094641620293e+06 9.920058593750000000e+03
2.455104115074276924e+06 9.972935546875000000e+03
2.455104135507133789e+06 9.947378906250000000e+03
2.455104155939890072e+06 9.942870117187500000e+03
2.455104176372546703e+06 9.924696289062500000e+03
2.455104196805302985e+06 9.936024414062500000e+03
2.455104217238158919e+06 9.917336914062500000e+03
2.455104237670815084e+06 9.927193359375000000e+03
2.455104258103570901e+06 9.922112304687500000e+03
2.455104278536426835e+06 9.914134765625000000e+03
2.455104298969182186e+06 9.946930664062500000e+03
2.455104319401837885e+06 9.953551757812500000e+03
2.455104339834593236e+06 9.927788085937500000e+03
2.455104360267448705e+06 9.917810546875000000e+03
2.455104380700103939e+06 9.912716796875000000e+03
2.455104401132858824e+06 9.916350585937500000e+03
2.455104421565713827e+06 9.912962890625000000e+03
2.455104441998368595e+06 9.911288085937500000e+03
2.455104462431123015e+06 9.928965820312500000e+03
2.455104482863877900e+06 9.929086914062500000e+03
2.455104503296632320e+06 9.931581054687500000e+03
2.455104564594894648e+06 9.938719726562500000e+03
2.455104585027648602e+06 9.929037109375000000e+03
2.455104605460402556e+06 9.933426757812500000e+03
2.455104625893156044e+06 9.924963867187500000e+03
2.455104646325909998e+06 9.934875976562500000e+03
2.455104666758663021e+06 9.933911132812500000e+03
2.455104687191316858e+06 9.940408203125000000e+03
2.455104707624169998e+06 9.946577148437500000e+03
2.455104728056822903e+06 9.948927734375000000e+03
2.455104748489575926e+06 9.946596679687500000e+03
2.455104768922429066e+06 9.954279296875000000e+03
2.455104789355181623e+06 9.966892578125000000e+03
2.455104809787834063e+06 9.963497070312500000e+03
2.455104830220586620e+06 9.973001953125000000e+03
2.455104850653439295e+06 9.969606445312500000e+03
2.455104871086091269e+06 9.977495117187500000e+03
2.455104891518843826e+06 9.975643554687500000e+03
2.455104911951695569e+06 9.973982421875000000e+03
2.455104932384347543e+06 9.970894531250000000e+03
2.455104952817099169e+06 9.973921875000000000e+03
2.455104973249950912e+06 9.984266601562500000e+03
2.455104993682602420e+06 9.988337890625000000e+03
2.455105014115354046e+06 9.989387695312500000e+03
2.455105034548105206e+06 9.990407226562500000e+03
2.455105054980856832e+06 9.996928710937500000e+03
2.455105075413607527e+06 1.000001074218750000e+04
2.455105095846358687e+06 1.000211621093750000e+04
2.455105116279209498e+06 1.001422070312500000e+04
2.455105136711860076e+06 1.000810839843750000e+04
2.455105157144610770e+06 1.000888378906250000e+04
2.455105177577261347e+06 1.001893164062500000e+04
2.455105198010111693e+06 1.001365332031250000e+04
2.455105218442861922e+06 1.002592089843750000e+04
2.455105238875512499e+06 1.003306152343750000e+04
2.455105259308362380e+06 1.002916015625000000e+04
2.455105279741112143e+06 1.003046289062500000e+04
2.455105300173861906e+06 1.002924902343750000e+04
2.455105320606512018e+06 1.002644531250000000e+04
